budget,cap,policy,split,bootstrap_replicate,cost_model,Q0,L_ctx,N_B,D_B,Q_B,loss,cap_oracle_loss,free_oracle_loss,within_cap_regret,free_regret,feasible,cost_ratio
1e+19,1x,nominal_shared,heldout,68,exponential,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.24052757196,3.24052757196,0.139014310291,0.139014310291,True,0.658258639554
1e+19,1x,nominal_shared,heldout,68,power,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.24223935565,3.24223935565,0.137302526599,0.137302526599,True,0.689361357392
1e+19,1x,nominal_shared,heldout,68,power,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.3753248821,3.3753248821,0.00421700014871,0.00421700014871,True,1
1e+19,1x,nominal_shared,heldout,68,power,0.8,2048,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.09280415783,3.09280415783,0.286737724414,0.286737724414,True,0.356439970523
1e+19,1x,nominal_shared,heldout,68,power,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.24052757196,3.24052757196,0.139014310291,0.139014310291,True,0.667078613131
1e+19,1x,nominal_shared,heldout,68,logarithmic,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.20244140744,3.20244140744,0.177100474809,0.177100474809,True,0.689361357391
1e+19,1x,nominal_shared,heldout,68,logarithmic,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.31579897929,3.31579897929,0.0637429029522,0.0637429029522,True,1
1e+19,1x,nominal_shared,heldout,68,logarithmic,0.8,2048,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.04694199537,3.04694199537,0.332599886881,0.332599886881,True,0.330781429181
1e+19,1x,nominal_shared,heldout,68,logarithmic,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.37954188225,3.17971378469,3.17971378469,0.199828097558,0.199828097558,True,0.641420071789
1e+19,1x,nominal_shared,heldout,101,exponential,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.20039959138,3.20039959138,0.180622639038,0.180622639038,True,0.540502736107
1e+19,1x,nominal_shared,heldout,101,exponential,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.33162475888,3.33162475888,0.0493974715415,0.0493974715415,True,0.851141378715
1e+19,1x,nominal_shared,heldout,101,exponential,0.8,2048,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.0942412607,3.0942412607,0.286780969723,0.286780969723,True,0.347619996946
1e+19,1x,nominal_shared,heldout,101,exponential,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.24178896217,3.24178896217,0.139233268256,0.139233268256,True,0.658258639554
1e+19,1x,nominal_shared,heldout,101,power,0.2,2048,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.24415625811,3.24415625811,0.136865972314,0.136865972314,True,0.689361357392
1e+19,1x,nominal_shared,heldout,101,power,0.2,32768,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.37692156343,3.37692156343,0.00410066698835,0.00410066698835,True,1
1e+19,1x,nominal_shared,heldout,101,power,0.8,2048,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.0942412607,3.0942412607,0.286780969723,0.286780969723,True,0.356439970523
1e+19,1x,nominal_shared,heldout,101,power,0.8,32768,0.309808083445,1.63196758269,0.818705344162,3.38102223042,3.24178896217,3.24178896217,0.139233268256,0.139233268256,True,0.667078613131
